delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
10.05805221,2.597008174,4.703543988,3.62451105,2.447929912,0.552138596,0.770591507,1.395648688,3.872938221,0.467639647,0.716512693,1.297704414,0.496470811,2.690537267,1.811139463,1.519569735,0.552138596,2.014217107,1.921437361,0
12.98460967,7.46243824,14.28942032,5.039817499,2.574692514,0.522235197,0.352695728,0.675358018,1.739995596,1.100489016,1.480696125,2.835305113,0.231695948,1.43092214,1.914846041,1.057830014,0.522235197,4.316001238,5.549952177,0
19.62541529,6.71572545,12.58861986,4.838710148,2.218624886,0.533475911,0.384371774,0.720504461,2.922307565,0.641444763,1.387916458,2.601647851,0.250653937,2.092456602,1.874498884,1.511484589,0.533475911,3.989564309,5.674064117,0
48.63303184,4.468861564,6.985258886,8.170850101,6.14228721,0.63975604,1.169727598,1.828396334,10.88264453,0.143631985,0.546927371,0.854899894,0.713354651,7.601993608,1.563095832,3.503662678,0.63975604,1.401827265,1.13724068,0
33.48908963,3.70291279,4.78920896,5.528719073,4.434199199,0.773178373,1.154411745,1.49307299,9.043985513,0.143008037,0.669759621,0.866242053,0.651040957,7.765792375,1.293362612,3.604599907,0.773178373,1.536001674,1.080061753,0
24.35569305,3.895195898,5.646302737,4.255515053,2.962506844,0.68986664,0.753681701,1.092503475,6.25275177,0.231826815,0.915328896,1.32682006,0.446000698,5.003431495,1.449555526,2.853101273,0.68986664,2.242148956,1.905920571,0
46.19255561,4.323103366,6.704918419,8.586312901,7.289336713,0.64476599,1.280599161,1.98614564,10.68504537,0.145151493,0.50348775,0.780884472,0.778590491,7.534119852,1.55095029,3.303570387,0.64476599,1.284372223,0.919825587,0
41.29040728,5.044108712,7.87075194,11.22147083,9.90888582,0.640867448,1.42571776,2.224668711,8.185867839,0.190619383,0.449505131,0.701401096,0.868880519,5.886923682,1.560385073,2.426879078,0.640867448,1.150906227,0.794312507,0
21.36455223,2.538968928,3.859719778,3.482917715,2.346848295,0.657811726,0.902375798,1.3717843,8.414656831,0.180659989,0.72897758,1.108185749,0.544317418,6.193071658,1.520191813,3.25544073,0.657811726,1.83716333,1.644639658,1
10.74645157,4.41916028,8.567855065,4.24920669,2.633095861,0.515783734,0.495947546,0.961541655,2.43178588,0.797272943,1.039996546,2.01634227,0.327188856,1.770059336,1.938797084,1.183236232,0.515783734,3.056338816,3.253909283,1
14.74438767,8.04013686,14.43677579,4.690477993,2.353150922,0.556920532,0.32489789,0.583382855,1.833847847,0.979137019,1.714140195,3.077890103,0.208679816,1.578228051,1.795588314,1.19120731,0.556920532,4.792030298,6.135082819,1
123.1184871,2.295057868,2.882188543,4.849137247,3.671907027,0.796289984,1.682449699,2.112860558,53.64504696,0.023409876,0.473292,0.59437141,0.936624773,43.51330356,1.255823909,16.22147978,0.796289984,1.06766341,0.784929608,0
