delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
126.8573386,4.452469387,3.469766959,2.95819275,1.760964666,1.283218568,0.852562372,0.664393731,28.49145668,0.027351724,1.5051316,1.172934711,0.373403749,37.8439848,0.779290469,20.42791399,1.283218568,2.678066311,1.970378523,0
19.66896369,3.882512745,4.238870085,2.817341026,1.558906602,0.915931054,0.664644344,0.72564888,5.066039696,0.215510596,1.378076956,1.504564071,0.346904103,5.556074134,1.091785234,3.337694418,0.915931054,2.882641028,2.71913024,0
16.80141782,6.966631858,11.520387,3.329030398,1.731158149,0.604722034,0.288968626,0.477853641,2.411698818,0.685679454,2.092690971,3.460583299,0.180073944,2.063129449,1.653652329,1.600604862,0.604722034,5.553274271,6.654728227,0
15.85176643,5.335071009,8.501443395,3.312069859,1.653001165,0.627548848,0.389589121,0.62081083,2.971238133,0.536308899,1.610796642,2.566806787,0.239371692,2.492145916,1.593501451,1.793440865,0.627548848,4.177603429,5.143035331,0
80.01074634,11.20373655,6.341017335,6.922736678,5.193764412,1.766867358,1.091739119,0.617895347,7.14143411,0.079252071,1.61839704,0.915969743,0.394575879,14.38483418,0.565973442,6.876973351,1.766867358,2.534366783,1.220890443,0
36.6757992,4.958494643,3.527026766,3.687553807,2.817445556,1.405856823,1.045513417,0.743684137,7.396559206,0.096167687,1.344656892,0.956467878,0.434570091,11.80436005,0.711309988,5.770854372,1.405856823,2.301124771,1.251852679,0
47.05965508,5.492671913,4.058481772,3.17882532,2.205342897,1.353380949,0.783254798,0.57873934,8.567716372,0.086241214,1.727893596,1.276723747,0.332821084,12.94876506,0.738890259,7.261309534,1.353380949,3.004617342,1.84029512,0
51.51228104,6.866429432,4.998521478,4.272787142,3.044670324,1.373692093,0.8548102,0.622272053,7.502047687,0.09703553,1.607014158,1.169850337,0.3601184,11.67919568,0.727965171,6.296706632,1.373692093,2.776864495,1.641728314,0
76.46731302,9.954072406,7.866676988,8.576988512,6.727756008,1.265346527,1.090293719,0.861656231,7.682012939,0.102876336,1.160555642,0.917184042,0.481292247,10.98575492,0.790297344,5.255603468,1.265346527,2.077739683,1.169286903,0
20.6585389,3.485543664,3.576557546,2.698609511,1.61147045,0.974552658,0.754527077,0.774229151,5.92692013,0.173127323,1.29160727,1.325333484,0.382125579,6.750648426,1.026111818,3.847560129,0.974552658,2.616940754,2.219437251,1
23.03302472,5.031600634,7.10394683,3.328299503,1.696909594,0.708282417,0.468514135,0.661479268,4.577673468,0.3084244,1.511763178,2.134407323,0.274260351,3.950568047,1.411866193,2.690180471,0.708282417,3.646170501,4.186402656,1
11.61669135,7.041412783,11.37660116,3.690528273,1.602556744,0.618938177,0.324396384,0.524117586,1.649767129,0.979332309,1.907968795,3.082648422,0.200376017,1.640042037,1.615670251,1.238331709,0.618938177,4.990617217,7.099031719,1
119.4772409,3.392211459,2.995944711,2.695541468,1.798779345,1.132267711,0.899730044,0.794626603,35.22104749,0.025075443,1.258452708,1.11144449,0.421959231,41.01192252,0.883183359,21.58828968,1.132267711,2.369897197,1.665543202,0
