delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
127.473728,2.016965328,3.008949834,2.53697842,1.449721461,0.670322019,0.84314414,1.257819549,63.20075323,0.02360447,0.7950266,1.186036827,0.504779396,43.03517853,1.491820307,23.34878624,0.670322019,1.981063427,2.075536519,0
7.349467407,2.112913083,4.94428437,2.644828967,1.573639582,0.427344571,0.534926547,1.251745275,3.47835766,0.672740499,0.798884582,1.869415539,0.374770436,1.913801833,2.340032068,1.246836102,0.427344571,2.668300121,3.141942047,0
6.927522292,5.572764389,12.81983835,3.633236984,1.606671596,0.434698491,0.283407395,0.651963143,1.243103388,1.850566163,1.533829038,3.528489444,0.197537947,0.975073659,2.300445066,0.759753811,0.434698491,5.062318482,7.979128015,0
17.37671499,4.401392432,7.945177457,3.262244045,1.509879499,0.553970312,0.410594233,0.741184544,3.948004014,0.45723127,1.349191652,2.435494509,0.264222701,2.741047326,1.805150888,1.943186256,0.553970312,3.784686161,5.262126853,0
53.69207971,3.934072613,6.121148961,5.65517162,3.86257652,0.642701662,0.923874203,1.437485318,13.64796357,0.114004691,0.695659279,1.082398444,0.562411437,9.414270539,1.555931871,4.89339195,0.642701662,1.778057723,1.58473209,0
33.66737545,2.975637034,3.282482443,3.452819695,2.164224585,0.90652032,1.051892814,1.160363195,11.31434213,0.097497426,0.861799137,0.950667203,0.551734384,11.16320136,1.103119233,5.440440789,0.90652032,1.81246634,1.516701393,0
29.74608807,2.975635698,3.702922908,3.261526421,2.246993697,0.803591047,0.880797819,1.096077192,9.996549003,0.124484366,0.912344502,1.135334328,0.488357835,8.83672833,1.244414063,4.698393544,0.803591047,2.04767883,1.647945391,0
47.59028634,3.245915111,4.617856094,4.153130889,2.945189579,0.702905211,0.899363428,1.27949461,14.66159302,0.097033585,0.781558587,1.111897558,0.528134756,11.00861534,1.422666932,5.795949936,0.702905211,1.893456146,1.567931697,0
53.04362475,4.345216249,5.78260255,6.019421812,5.178233442,0.751429172,1.04095375,1.38529856,12.20736132,0.109015977,0.72186605,0.960657474,0.594345331,9.924396584,1.330797415,4.862626888,0.751429172,1.682523524,1.116713376,0
26.55013044,1.7190253,3.392658202,2.603001473,1.454626081,0.506689798,0.767245422,1.514231042,15.44487474,0.127783109,0.660401202,1.30336392,0.509225869,8.332450267,1.973594107,4.714936684,0.506689798,1.963765121,2.332323232,1
5.837811007,3.559442408,8.255606678,3.077029244,1.734399788,0.431154553,0.372719942,0.864469456,1.640091435,1.414161347,1.156778869,2.682979596,0.260433048,1.138287443,2.319353913,0.829220446,0.431154553,3.839758465,4.759921406,1
7.893424515,5.867588842,11.6341636,3.563992881,1.480378617,0.50434127,0.306338556,0.607403309,1.345258628,1.473905727,1.646352571,3.264362189,0.203636344,1.182810714,1.982784396,0.905439642,0.50434127,4.910714759,7.858910868,1
122.9517346,1.586104755,2.282282662,1.788447395,1.304438096,0.694964205,0.783622215,1.127572053,77.5180417,0.018562428,0.886861285,1.276125128,0.462323755,54.56722841,1.438923031,30.59349,0.694964205,2.162986414,1.749628954,0
4.442919525,1.882879927,2.288653386,1.827005135,1.345984389,0.822702091,0.798288263,0.970324825,2.35964039,0.515123754,1.030582723,1.252680325,0.437969686,2.763983175,1.215506817,1.537007849,0.822702091,2.283263048,1.700356561,0
6.324383191,3.376312131,3.876733231,2.295692221,1.465382351,0.870916808,0.592171832,0.679940756,1.873163069,0.612982028,1.47071637,1.688699032,0.316514251,2.502286008,1.148215296,1.571618061,0.870916808,3.159415402,2.645543825,0
6.904886787,3.288943933,3.736904619,2.528156881,1.325169136,0.880125202,0.676537707,0.768683484,2.099423684,0.541197088,1.300925571,1.478114213,0.359836518,2.727880896,1.136201983,1.627091884,0.880125202,2.779039784,2.819945407,0
44.10884083,2.943822121,2.958951976,2.510700773,1.696293594,0.994886752,0.848510146,0.852871087,14.98352788,0.067082968,1.172510142,1.178536291,0.425342514,15.90180014,1.005139528,8.60249546,0.994886752,2.351046433,1.744363114,0
