delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
127.8508168,5.198721517,4.577478196,3.355397821,1.596625221,1.135717374,0.733023223,0.645427498,24.59274197,0.035803277,1.5493607,1.364213259,0.34322108,29.06612171,0.88050075,16.77191703,1.135717374,2.913573959,2.866970993,0
12.66534721,4.882755196,5.273663727,3.167031439,1.635998321,0.92587534,0.600537236,0.648615651,2.59389355,0.416385247,1.541745098,1.665175679,0.311825601,3.327497413,1.080059007,2.078987816,0.92587534,3.206920777,3.223514145,0
15.97861238,7.6607285,12.36469911,4.3715318,1.818030008,0.61956449,0.353549388,0.570641787,2.085782361,0.773828091,1.75241285,2.828459148,0.218299049,1.911841175,1.614036982,1.412465029,0.61956449,4.580871998,6.801152377,0
23.32828031,6.631106259,8.901864745,4.006568813,1.720223765,0.744912044,0.450081969,0.604208205,3.518007313,0.381591126,1.655058622,2.22181751,0.257939631,3.36551806,1.342440371,2.320915736,0.744912044,3.876876132,5.174829536,0
47.38008669,6.949056167,6.589478739,5.803022101,4.135748234,1.054568418,0.880649643,0.835080616,6.818204596,0.139076967,1.197489178,1.135525356,0.428629991,8.24483165,0.948255213,4.384033825,1.054568418,2.333014534,1.593297843,0
39.81221611,3.802729692,5.312625835,4.373131396,2.850869354,0.715790987,0.823158177,1.149997962,10.4693784,0.133442103,0.869566758,1.214833343,0.479754342,8.209677692,1.397055869,4.502998038,0.715790987,2.084400102,1.863510802,0
36.48530394,6.007429175,5.238043335,3.981966727,2.608946588,1.146884207,0.76020118,0.662840395,6.073363976,0.143565841,1.508658808,1.315441262,0.354095101,8.112329433,0.871927605,4.608751274,1.146884207,2.82410007,2.007723485,0
42.48778329,5.567067456,6.307206187,4.789657078,3.163628357,0.882651889,0.759394403,0.860355495,7.631986432,0.148447523,1.162310238,1.316838781,0.403364216,7.619039131,1.132949481,4.330489581,0.882651889,2.479149018,1.993662174,0
46.10278303,7.501138218,6.471121368,6.359821808,5.175418741,1.159171308,0.982800576,0.84784757,6.14610499,0.140362923,1.179457294,1.017500421,0.455174896,8.283559866,0.862685259,4.17770701,1.159171308,2.196957715,1.250357061,0
14.01736775,4.530921928,4.588795147,3.09096493,1.586050824,0.987388145,0.673589653,0.682193377,3.093712046,0.327364968,1.465860025,1.484583375,0.338932108,4.042082744,1.012772945,2.415217337,0.987388145,2.9504434,2.893220746,1
15.90326691,6.604782101,8.699968856,3.916619149,1.728224142,0.759173074,0.450187721,0.592997481,2.407841268,0.547055451,1.686347804,2.221295593,0.255908715,2.587141331,1.317222692,1.784004439,0.759173074,3.907643397,5.034051225,1
15.7016499,7.640133234,10.81609257,4.007139188,1.72020817,0.706367219,0.370479372,0.524485512,2.055153938,0.688850703,1.90663036,2.699205608,0.217115852,2.158060592,1.415694235,1.57467572,0.706367219,4.605835969,6.287664922,1
134.5631479,4.383871572,4.387857472,3.811093279,2.136887567,0.999091607,0.868554483,0.86934419,30.6950479,0.032608166,1.150292384,1.151338251,0.434474578,31.66625633,1.000909219,16.94692695,0.999091607,2.301630635,2.05338715,0
19.79840047,4.329557329,4.545731579,3.92679166,2.136927502,0.952444563,0.863841516,0.906973014,4.572846359,0.229600951,1.102568637,1.15761975,0.442440996,5.307827217,1.049929874,2.847788919,0.952444563,2.260188387,2.127227796,0
20.60334456,7.344892345,9.232424521,4.091725364,1.774962571,0.795554009,0.443190773,0.557084457,2.805125465,0.448103195,1.795059954,2.256364663,0.246826757,3.027182821,1.256985683,2.097562482,0.795554009,4.051424617,5.20147561,0
23.22506684,7.254875364,9.491860616,4.200275763,1.981016466,0.764325948,0.442513426,0.578959052,3.201304733,0.408690347,1.727237871,2.259818439,0.250811607,3.211166223,1.308342341,2.226091047,0.764325948,3.987056309,4.791409249,0
61.7166467,8.468758723,5.588222524,4.55653936,2.838255663,1.51546555,0.815382591,0.538040994,7.287567012,0.090546438,1.858594441,1.226418139,0.324147787,12.5595223,0.659863235,6.918388645,1.51546555,3.08501258,1.968893288,0
81.91002349,6.934547807,4.991753809,3.892940174,2.220785223,1.389200684,0.779874233,0.561383421,11.81187667,0.060941916,1.781313736,1.282258033,0.326416378,17.79826784,0.719838401,9.999733414,1.389200684,3.063571769,2.247742716,0
48.08773264,8.029214258,5.044542349,4.055413865,2.487876158,1.591663565,0.803921066,0.505082283,5.989095707,0.104902895,1.979875427,1.243903216,0.310194995,11.12428899,0.628273476,6.166727134,1.591663565,3.223778643,2.027650104,0
47.59466548,10.34744451,6.018876081,4.640081619,2.600265531,1.719165567,0.770921607,0.448427785,4.599654092,0.126461149,2.230013469,1.297148752,0.283514037,9.626732501,0.581677541,5.436001495,1.719165567,3.527162221,2.314715943,0
34.16171825,6.823138807,4.632338335,3.278507055,1.953079374,1.472936196,0.707743437,0.480498367,5.006745314,0.135600273,2.081172525,1.412941396,0.286195591,8.847552595,0.678916033,5.180844149,1.472936196,3.494113921,2.371812634,0
26.97265927,4.175159271,4.617998958,3.929859229,2.264960349,0.90410572,0.850987466,0.94124774,6.460270738,0.171210369,1.062419549,1.17510544,0.446922383,6.744873445,1.10606534,3.643932533,0.90410572,2.237524989,2.03888733,1
