delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
116.6736106,1.927880583,2.866466311,3.469698142,2.404320323,0.672563489,1.210444416,1.799747439,60.51910662,0.024568249,0.555633518,0.82614285,0.72370611,41.37550498,1.486848478,18.71818385,0.672563489,1.381776368,1.192214816,0
4.645996949,1.59590637,2.866763102,2.789144006,2.421647179,0.556692797,0.972924482,1.747686492,2.911196444,0.617039385,0.572185003,1.027829003,0.624994529,2.177334889,1.796322864,1.103607821,0.556692797,1.600014005,1.183807091,0
5.127094297,4.544331423,8.85003445,2.997885871,1.9286981,0.513481778,0.338742848,0.659697894,1.128239519,1.726130618,1.515845372,2.952091851,0.223816932,1.092812212,1.947488778,0.81629733,0.513481778,4.467937223,4.588605366,0
6.99960383,3.582887633,6.429692923,3.247809388,2.322601154,0.557240863,0.505126672,0.90647816,1.953620807,0.918579548,1.103170539,1.97970144,0.32437286,1.645878207,1.794556118,1.093514744,0.557240863,3.082871979,2.768315564,0
57.79656856,4.452380909,6.261610713,12.78419099,12.22566886,0.711059999,2.041677705,2.871315652,12.98104761,0.108338797,0.348272402,0.48979327,1.193223912,9.941363703,1.406351083,3.268381685,0.711059999,0.838065673,0.512169173,0
34.64460786,3.160993252,3.844867034,8.111769418,7.178720629,0.822133308,2.109765916,2.566209027,10.96003854,0.110980244,0.38967987,0.473986234,1.157854865,9.832746042,1.216347751,3.161892666,0.822133308,0.863666104,0.535592236,0
28.16518709,2.377646861,3.296011801,4.19043165,3.409698344,0.721370858,1.271364274,1.762428104,11.84582435,0.117024318,0.567399032,0.786556631,0.738576622,9.266603336,1.386249512,4.079752175,0.721370858,1.353955663,0.966657888,0
26.89930313,4.564377984,6.544673709,14.97518505,14.35129995,0.697418723,2.288148457,3.280881886,5.893311909,0.243302723,0.304796099,0.43703458,1.348016506,4.807524792,1.433858837,1.462076562,0.697418723,0.741830679,0.456033511,0
41.69737728,5.833885587,10.13763462,24.71173848,21.93796591,0.575468125,2.437623706,4.235897004,7.147445156,0.243124035,0.236077506,0.41023559,1.547237718,4.688594986,1.737715708,1.363905822,0.575468125,0.646313096,0.462104585,0
9.917219034,1.399286618,2.455482638,3.007936378,2.257646571,0.569862151,1.224987842,2.149621343,7.087339298,0.247597903,0.46519821,0.816334633,0.780315546,4.608668568,1.754810349,2.071323034,0.569862151,1.281532842,1.087629335,1
4.986271276,2.866732099,5.64724313,2.791247155,2.258030109,0.507633908,0.494267219,0.973668644,1.739357256,1.132558342,1.027043447,2.023197093,0.327842997,1.390590629,1.96992357,0.930617102,0.507633908,3.05024054,2.500960065,1
4.779276711,4.65782906,8.485638827,3.059798613,1.990360759,0.548907296,0.360585535,0.656915179,1.026073874,1.77550691,1.522266544,2.7732671,0.232799946,1.112126731,1.821801255,0.817388325,0.548907296,4.295533644,4.263367226,1
121.1559654,1.227312619,1.990246892,4.366796154,3.663483172,0.616663503,2.194097713,3.558014547,98.71646672,0.016427147,0.281055624,0.455768216,1.357176499,61.49150563,1.621629942,19.25160441,0.616663503,0.73682384,0.543266285,0
3.719599103,1.387686931,2.013807366,3.769186512,3.28627467,0.689086232,1.871671827,2.716164884,2.680431025,0.541404412,0.368166162,0.534281697,1.10809726,2.536134349,1.451197184,0.883156051,0.689086232,0.902447859,0.612793381,0
7.262346864,1.984667532,2.840767004,3.312497032,2.212481167,0.698637913,1.166057275,1.669043796,3.659225914,0.391163774,0.599145452,0.857590807,0.68646606,3.25511187,1.431356617,1.502781994,0.698637913,1.456736259,1.283973417,0
