delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
130.7409045,3.550791088,3.546651051,2.899448331,1.271860576,1.001167309,0.817517227,0.816564044,36.82021871,0.027127325,1.224643685,1.223215814,0.408520179,37.86436659,0.998834052,20.83301662,1.001167309,2.447859499,2.788553334,0
12.79048493,4.219879298,4.221192438,2.628930208,1.411689787,0.999688917,0.622793262,0.622987062,3.031007294,0.330025989,1.60516977,1.605669266,0.311445074,4.029753318,1.000311179,2.48322039,0.999688917,3.210839036,2.990169991,0
13.17163206,7.466949009,14.03456964,3.631678709,1.57201427,0.532039756,0.25876666,0.48636715,1.763991162,1.065514856,2.056059913,3.86448548,0.168903358,1.470553184,1.879558789,1.168249233,0.532039756,5.920545393,8.927762238,0
13.5089694,5.430651251,9.220975855,3.235130829,1.313792888,0.588945393,0.350844735,0.595716919,2.487541323,0.682581741,1.678649655,2.850263666,0.220803519,2.053971396,1.697950288,1.520508866,0.588945393,4.528913321,7.018591698,0
43.0787543,5.12684927,5.689937628,4.688276218,3.37852633,0.901037868,0.823959158,0.914455638,8.402578666,0.132082223,1.09354676,1.213652388,0.433425957,8.472079435,1.109831268,4.644884397,0.901037868,2.307199148,1.684147783,0
30.66422746,3.754635978,3.675000179,2.81796455,1.939142951,1.021669604,0.766793038,0.750529363,8.167030742,0.119846495,1.332392907,1.304132864,0.379287019,9.36567667,0.978790008,5.300947237,1.021669604,2.63652577,1.895167232,0
33.08794376,3.440421768,4.398005594,3.150186564,1.936907639,0.78226862,0.716276161,0.915639644,9.617409139,0.132918674,1.092132703,1.396109565,0.401890126,8.305665998,1.278333266,4.839352888,0.78226862,2.488242269,2.270632582,0
42.89337675,4.29714426,4.344413141,3.55170858,2.254425547,0.989119617,0.81753472,0.826527658,9.981833086,0.101284009,1.209880868,1.223189641,0.411003297,10.86234653,1.011000068,5.976417624,0.989119617,2.433070509,1.927059932,0
49.90761652,5.061503553,5.551702272,4.732408319,4.275492779,0.911702988,0.852424731,0.934980736,9.860235402,0.111239579,1.069540752,1.173124105,0.445898101,9.901309071,1.096848439,5.34505338,0.911702988,2.242664857,1.298494129,0
23.6790963,3.579557316,3.571086288,2.721973346,1.309776511,1.002372115,0.762225588,0.76042178,6.615090697,0.150811764,1.31505965,1.31194756,0.380661308,7.633154569,0.997633498,4.331542239,1.002372115,2.62700721,2.726485213,1
