delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
119.9729638,2.577932408,2.876462806,2.786077142,1.673636028,0.896216145,0.968577496,1.080740959,46.5384443,0.023975925,0.925291109,1.03244191,0.510794879,42.60472131,1.115802259,21.64238969,0.896216145,1.957733019,1.718690777,0
10.16739377,2.775550002,3.692643581,2.647591222,1.665500981,0.751643082,0.716990731,0.953897865,3.663199642,0.36318487,1.048330263,1.394718169,0.409324673,3.505061751,1.330418684,2.041398178,0.751643082,2.443048432,2.217136839,0
9.981701594,6.081704697,11.30673046,3.069013215,1.577431625,0.537883583,0.27143242,0.504630423,1.641267061,1.132745791,1.98164826,3.684158285,0.176497378,1.420694191,1.859138355,1.117396543,0.537883583,5.665806545,7.167810183,0
11.3073457,4.419365388,7.758852083,3.116952174,1.632218479,0.569590107,0.401728521,0.705294064,2.558590365,0.68617802,1.417848315,2.489243225,0.255944861,2.026937867,1.75564847,1.446027412,0.569590107,3.90709154,4.75356221,0
47.13250028,5.403969224,5.00547794,5.212921108,4.296660081,1.079611036,1.041443229,0.964646705,8.721829885,0.106200136,1.036648956,0.960205964,0.500787508,10.49579483,0.92625952,5.141360134,1.079611036,1.99685492,1.164969499,0
34.08655688,3.521674275,2.851028363,3.681002978,2.662277535,1.235229477,1.291114121,1.045242317,9.679077116,0.083640843,0.956715954,0.774524873,0.577620389,13.19111084,0.809566172,5.757509294,1.235229477,1.731240826,1.070898254,0
33.52075753,2.986692654,3.440115738,3.044663724,2.206554229,0.868195398,0.885046887,1.019409788,11.22337027,0.102626432,0.980959779,1.129883642,0.473744281,10.61227382,1.151814444,5.629713453,0.868195398,2.110843421,1.559044275,0
31.56751235,3.747899913,3.467363847,4.019025337,3.091806295,1.080907594,1.159101125,1.072340626,8.422720214,0.109839629,0.932539509,0.862737494,0.557017106,10.18508983,0.925148464,4.717282444,1.080907594,1.795277002,1.121468655,0
46.67291502,5.612948621,6.121818797,6.781942114,6.272547583,0.916875982,1.107831241,1.208267271,8.315222207,0.131164269,0.827631455,0.90266456,0.577935793,8.540903508,1.090660045,4.051986394,0.916875982,1.730296016,0.975970085,0
11.03523012,2.502625188,3.092615454,2.718458103,1.680045339,0.809226115,0.879015883,1.086242605,4.409461783,0.280249294,0.920604656,1.137635872,0.485851865,4.377477742,1.235748553,2.329665109,0.809226115,2.058240528,1.840792853,1
