delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
127.2462451,3.256084383,4.474037881,3.620513568,2.122393448,0.727773092,0.809227294,1.111922525,39.07952931,0.035160471,0.899343234,1.235746751,0.468364334,29.16880298,1.374054648,16.1222435,0.727773092,2.135089986,2.10801531,0
20.47681062,4.039029541,4.877194758,3.652845045,1.748138288,0.828146043,0.748964359,0.904386811,5.069735294,0.238181368,1.105721566,1.335177019,0.40968519,5.026627268,1.207516486,2.874059292,0.828146043,2.440898585,2.789936466,0
17.97096952,6.663130783,11.06494874,4.314525378,2.059334759,0.60218361,0.389927281,0.647522241,2.697075909,0.615712398,1.544348497,2.564580753,0.243372407,2.226318519,1.660623077,1.601751796,0.60218361,4.10892925,5.37306948,0
37.92722512,6.130950932,8.4800412,3.99041587,1.710784937,0.722985984,0.470565623,0.650864102,6.186189638,0.223587177,1.536419043,2.125102114,0.273110534,5.195514387,1.383152678,3.533004108,0.722985984,3.661521157,4.956813106,0
61.01401283,8.805181624,7.227030489,6.10952414,4.634626386,1.218367854,0.845371297,0.69385555,6.929330414,0.1184487,1.441222168,1.182912175,0.381078051,9.660841276,0.820770178,5.23517478,1.218367854,2.624134342,1.559355574,0
68.91508724,7.253637376,6.421685693,5.468598662,4.055701223,1.129553473,0.851583046,0.753911228,9.500762675,0.093182581,1.326416112,1.174283594,0.399888078,11.86117295,0.885305587,6.40596325,1.129553473,2.500699707,1.583372477,0
52.81490987,6.948850943,5.104414207,3.869638425,2.582400682,1.36134151,0.758096476,0.556874576,7.600524217,0.09664722,1.795736495,1.319093323,0.321044827,11.70825062,0.734569535,6.659617819,1.36134151,3.114829818,1.976615884,0
68.58482463,5.99844111,5.654161252,4.986518625,3.670267582,1.060889643,0.88192013,0.831302422,11.43377477,0.082440413,1.202931657,1.133889528,0.427931759,13.19086287,0.942605112,7.009257548,1.060889643,2.336821185,1.540531072,0
50.4876434,7.821625607,6.810871706,7.051690906,5.80453218,1.148403016,1.035358058,0.90156334,6.454878556,0.134901755,1.109184408,0.965849439,0.48191985,8.561205015,0.870774446,4.206240263,1.148403016,2.075033848,1.173371341,0
24.98139156,2.81371072,4.211373451,3.401862082,1.797345078,0.668121873,0.807779724,1.209030501,8.878450574,0.168580419,0.827108993,1.237961255,0.484245028,6.600008905,1.496732916,3.650892207,0.668121873,2.065070247,2.3431079,1
