delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
131.212505,3.065820537,4.716393433,3.870408744,2.227053055,0.650034943,0.820628898,1.262438129,42.79849503,0.035944695,0.792118027,1.218577609,0.497340315,28.47055222,1.538378837,15.63775696,0.650034943,2.010695636,2.117773271,0
13.94004358,3.777019347,5.002169514,3.95520349,2.103870355,0.75507624,0.790697612,1.047175862,3.690752495,0.358834568,0.954949437,1.264705982,0.450520379,3.541875756,1.324369577,1.977930686,0.75507624,2.219655419,2.377603497,0
13.96266889,5.937180068,10.49017278,4.552852679,2.143778895,0.565975432,0.434011219,0.76683756,2.351734111,0.751301407,1.304057145,2.304087902,0.277150721,1.896999161,1.766861146,1.322862147,0.565975432,3.608145048,4.893309101,0
29.00905645,5.538458798,7.854344068,4.227926673,1.897088398,0.705145936,0.538291503,0.763376027,5.237748894,0.270754896,1.309970401,1.857729491,0.315686471,4.398523281,1.418146159,2.859356158,0.705145936,3.167699892,4.140209848,0
54.86486399,6.480390584,7.322660467,6.874120709,5.218971662,0.884977613,0.938746339,1.06075716,8.466289691,0.133467213,0.942722838,1.065250492,0.498014583,8.377454458,1.129972086,4.32106784,0.884977613,2.00797333,1.403084926,0
57.30552525,3.988142933,5.388119486,5.953251858,4.642069164,0.74017344,1.1048849,1.492737838,14.36897478,0.094024432,0.669909997,0.905071651,0.634928033,11.37570693,1.351034699,5.40443182,0.74017344,1.574981648,1.160715038,0
46.07424564,5.337916645,5.58481103,4.14002563,3.031769351,0.95579181,0.741300933,0.775588288,8.631503393,0.121213293,1.289343865,1.34897982,0.37902855,9.205712065,1.046252949,5.286686458,0.95579181,2.638323685,1.842096276,0
44.73501668,5.325726959,5.860622383,5.699051483,4.171867946,0.908730611,0.972431102,1.070098322,8.399795375,0.131007493,0.934493569,1.02835049,0.509464823,8.541881794,1.100436134,4.330636332,0.908730611,1.962844058,1.404795756,0
48.66292046,7.128322685,6.868725974,8.057417046,6.233265979,1.037794012,1.17305845,1.130338426,6.826699997,0.14114907,0.884690794,0.852472441,0.575651142,8.122502391,0.963582357,3.737820485,1.037794012,1.737163235,1.101946555,0
24.09689425,2.79337519,4.280624261,3.568640274,1.893970333,0.652562575,0.833672861,1.277537041,8.626443859,0.177642157,0.782756169,1.199511279,0.504472795,6.281856991,1.532420091,3.425832996,0.652562575,1.982267448,2.260132689,1
