delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
115.2361056,2.172857944,4.095875141,3.010825665,1.906177101,0.530499068,0.735087267,1.385652326,53.03434857,0.035543332,0.721681753,1.360382698,0.480292529,28.66517154,1.88501745,16.52088173,0.530499068,2.082064451,2.148737984,0
6.475794267,2.697673658,4.68600777,3.418004315,1.949166803,0.575686979,0.729406455,1.267019198,2.400510621,0.723619,0.789254023,1.370977722,0.462913297,1.957629687,1.737055094,1.13196622,0.575686979,2.160231745,2.404108136,0
6.049092332,6.372818377,13.10539739,4.824213881,2.360710124,0.486274333,0.368108935,0.756998489,0.94920206,2.166506423,1.3210066,2.716587139,0.247672268,0.947846932,2.05645236,0.692815395,0.486274333,4.037593739,5.551464051,0
10.97167301,6.107219775,10.99693159,4.456977241,2.101954341,0.555356713,0.405292804,0.729788252,1.796508626,1.002302163,1.37026048,2.467351972,0.260578683,1.553059837,1.800644482,1.105150352,0.555356713,3.837612452,5.231765208,0
37.14415121,4.100689522,6.213225967,5.857181595,4.311317006,0.659993624,0.942695731,1.428340664,9.058025733,0.167273333,0.700113093,1.060787662,0.567891176,6.638232852,1.515166153,3.417021382,0.659993624,1.760900755,1.441143381,0
33.44001774,3.584023436,4.526935458,3.803652579,2.751266884,0.791710743,0.840226819,1.061280052,9.330301082,0.135374792,0.942258359,1.190154822,0.468952269,8.178610349,1.263087571,4.444349069,0.791710743,2.132413181,1.645400337,0
26.40838833,3.490822367,4.915632515,3.703108025,2.420664382,0.710147139,0.753332967,1.060812507,7.565090846,0.186139058,0.942673652,1.327434275,0.44050769,6.082474759,1.40815888,3.469092793,0.710147139,2.270107927,2.030695602,0
44.44512978,3.700281747,5.58141079,4.978824707,3.307503786,0.662965312,0.892036959,1.34552584,12.0112826,0.125579806,0.743203861,1.121029785,0.536413449,8.626029034,1.508374543,4.559122904,0.662965312,1.864233646,1.687499441,0
34.55413966,4.475093099,6.603641471,6.288331738,5.155347193,0.677670512,0.952252142,1.405184562,7.721434816,0.191109995,0.711650289,1.050142032,0.567603791,5.9102592,1.475643372,3.027405668,0.677670512,1.761792321,1.280930503,0
10.72631879,2.185405779,3.97579064,2.967632021,1.907767079,0.549678285,0.746425627,1.357931808,4.908158883,0.370657513,0.736414004,1.339718204,0.481664894,3.24758664,1.819245963,1.859561948,0.549678285,2.076132208,2.084002121,1
6.537506536,3.948441191,8.564593981,3.838286898,2.223317956,0.461019074,0.448157485,0.972101828,1.655718351,1.310070427,1.028698817,2.231358471,0.306743076,1.224336816,2.169107647,0.845444525,0.461019074,3.260057287,3.852167863,1
6.960396074,5.948155099,12.36199771,4.771169063,2.082124582,0.481164553,0.385954534,0.802125867,1.1701773,1.776048027,1.246687137,2.590978762,0.260575054,1.04421239,2.078291085,0.753424708,0.481164553,3.837665899,5.937203672,1
119.7073672,2.237813127,2.886981949,2.692734792,1.68561779,0.775139286,0.932716186,1.203288496,53.49301322,0.024116995,0.831055897,1.0721375,0.525432676,42.23967536,1.29009072,21.8550844,0.775139286,1.903193397,1.712714452,0
7.547096765,2.740901816,3.142594735,2.675290516,1.658082876,0.872177945,0.851299878,0.976062149,2.753508615,0.416397833,1.024524925,1.174674196,0.454710986,3.273727429,1.146555019,1.768339893,0.872177945,2.199199121,1.89531825,0
10.58106718,4.661105828,7.837944561,3.663289299,1.653977741,0.594684715,0.467378822,0.785927081,2.27007658,0.740751801,1.272382673,2.139592023,0.293085409,1.944664559,1.681563314,1.325264158,0.594684715,3.411974696,4.738845251,0
9.734942456,5.503994925,6.89310756,3.374681411,1.661173743,0.798478027,0.489573299,0.613133089,1.768704839,0.708078922,1.630967269,2.042595054,0.272215335,2.210749977,1.252382615,1.484149842,0.798478027,3.673562324,4.149540401,0
42.55521299,3.532775036,3.792553233,3.11720449,2.025838164,0.931503085,0.821927683,0.882367108,12.04583155,0.089120767,1.133315138,1.21665205,0.425537857,12.15223233,1.07353375,6.669986108,0.931503085,2.349967188,1.87209092,0
66.42784937,3.35761092,3.227933706,2.696845852,1.595993554,1.040173444,0.835471264,0.803203801,19.78426058,0.048593079,1.245014029,1.196929258,0.40950992,21.61923591,0.96137813,11.77857498,1.040173444,2.441943288,2.022523022,0
33.23485029,4.067915238,3.852196121,2.6740293,1.747722647,1.055998996,0.694157103,0.657346366,8.169995771,0.115908334,1.521268012,1.440596078,0.337625215,9.683506331,0.946970597,5.715825477,1.055998996,2.96186409,2.204123251,0
25.16744302,4.747815537,4.623025038,2.862466632,1.785655248,1.026993256,0.619176104,0.602901821,5.300846847,0.183690693,1.65864485,1.615049407,0.305465301,6.470927221,0.973716228,3.996432015,1.026993256,3.273694257,2.588979615,0
32.21799847,3.398894215,2.952573414,2.163056562,1.338038446,1.151163321,0.732600433,0.636400083,9.478964754,0.091643602,1.571338575,1.365000558,0.340560118,12.06299986,0.868686469,6.962366874,1.151163321,2.936339132,2.206643182,0
14.58184816,2.452800447,3.159167465,2.70162704,1.678370472,0.776407226,0.855170569,1.101445918,5.94497941,0.21665069,0.907897504,1.169357361,0.481404577,5.392132196,1.287983892,2.906542549,0.776407226,2.077254865,1.882282559,1
9.922394382,3.480988717,4.346684712,2.62586859,1.568655938,0.800837638,0.604108364,0.754345619,2.8504529,0.438068126,1.325652293,1.655332155,0.33545965,3.083587604,1.24869256,1.922306294,0.800837638,2.980984448,2.770961181,1
8.342017224,5.21049567,7.639534328,3.637914456,1.626613485,0.682043623,0.476195839,0.698189709,1.601002621,0.915789805,1.432275479,2.099976352,0.283105522,1.773997251,1.466181878,1.201735708,0.682043623,3.532251831,4.696588587,1
17.52712973,3.08863603,4.385971344,2.506700067,1.506125343,0.704207982,0.571526777,0.811588042,5.67471517,0.250238996,1.232152211,1.749699297,0.335362106,4.700387701,1.420035026,2.99096889,0.704207982,2.981851507,2.912089198,0
33.24082833,5.019704686,5.842530343,2.923974472,1.372576503,0.859166216,0.50046372,0.582499301,6.62206851,0.175763681,1.716740257,1.998146837,0.269187185,6.548623759,1.163919136,4.364399932,0.859166216,3.714887094,4.256615445,0
32.64788078,5.771665475,15.80465858,4.35586484,1.912873734,0.365187609,0.275606387,0.754698078,5.656578837,0.484094471,1.325033188,3.628362944,0.201881694,2.430900109,2.73831854,1.905681984,0.365187609,4.953396132,8.262259181,0
67.38135315,8.891303507,10.87598209,4.025701569,1.701841974,0.817517299,0.370146028,0.452768434,7.578343614,0.161409375,2.208634534,2.70163645,0.203654748,7.012944303,1.223215706,5.11839188,0.817517299,4.910270983,6.390712098,0
97.71707057,9.18056564,5.071396684,2.804560667,1.776810088,1.810263762,0.55301544,0.305488875,10.64390522,0.051898779,3.27344163,1.808267778,0.196784176,21.07853967,0.552405689,13.57265301,1.810263762,5.081709408,2.854214257,0
117.5498737,9.083118887,6.542004429,4.635784639,2.434208537,1.388430562,0.708618389,0.510373661,12.94157603,0.055653011,1.95934876,1.411196796,0.296687875,19.35691025,0.720237675,11.32898392,1.388430562,3.370545556,2.68752834,0
63.1660039,8.58949157,5.891978438,3.169290419,1.946066505,1.457828073,0.537899188,0.368972994,7.353869945,0.093277682,2.710225455,1.859084419,0.21885143,12.17850612,0.685951944,7.918923564,1.457828073,4.569309874,3.027634679,0
44.23316068,5.136899832,3.617421242,2.584360515,1.43456354,1.420044691,0.714420672,0.503097315,8.610866891,0.081780754,1.987687013,1.399735533,0.295209702,13.64786051,0.704203189,7.96062526,1.420044691,3.387422546,2.521617999,0
42.97612837,6.340261107,4.13830335,2.553595663,1.542413169,1.532091916,0.617063431,0.402758754,6.778289985,0.09629307,2.482875891,1.620578939,0.24369709,11.91705521,0.652702354,7.369565706,1.532091916,4.103454829,2.683005716,0
17.35512198,3.676469386,4.396188355,2.51471003,1.540498262,0.836285684,0.572020538,0.684001352,4.720594722,0.253307834,1.461985415,1.748188977,0.311509556,4.784051471,1.195763623,3.043249979,0.836285684,3.210174393,2.853744444,1
35.48057116,4.698107874,8.118784471,3.149283876,1.41809969,0.578671338,0.387900909,0.670330261,7.552098018,0.228823387,1.491801965,2.577977975,0.245713531,4.948854004,1.728096648,3.565711335,0.578671338,4.06977994,5.725115468,1
36.19987385,5.904414842,13.89243357,4.055684997,1.778099204,0.425009399,0.291934813,0.686890252,6.130984155,0.383770221,1.455836646,3.425422236,0.204865184,3.03073529,2.352889141,2.345888709,0.425009399,4.881258882,7.813081261,1
105.9278,3.7243,2.6045,2.2418,1.7065,1.43,0.8608,0.6019,28.442,0.0246,1.6613,1.1618,0.3542,42.1017,0.6993,22.6261,1.43,2.8231,1.5262,0
